companyName,CIN,GSTIN,phone,email,address,startDate,renewalDate,category,directors,description,status
Tech Group,UENOI52P1W3JJP3RL0U2LN,2GDEZ0QRIBJ0Z9GF6,4435510628,techgroup225@gmail.com,"57 Tilak Road, Indiranagar, Chennai, Maharashtra",2024-05-05,2025-03-31,Manufacturing,"77739658, 97649885",Involved in various business activities.,active
Enterprise Consulting,UHYJ7KXFPUDLE9871PQQOJ,WSDED4QY0WEIPFXA8,1562475945,enterpriseconsulting707@gmail.com,"87 Sarat Bose Road, Indiranagar, Ahmedabad, Karnataka",2023-12-15,2024-11-09,Healthcare,"14338330, 53861172",Involved in various business activities.,inactive
Group Enterprise,UMYLS26X6MT6FVLONOUP5Y,HBDEVYHFSANBYJF6N,5702634759,groupenterprise507@gmail.com,"6 Main Road, Indiranagar, Surat, Telangana",2022-01-10,2022-12-06,Education,"48994967, 32053025",Involved in various business activities.,vacated
Global Limited,UWEJXPDOG010W4KSRVYHFJ,Z6DEFXLJCL1JH04N6,3265809881,globallimited791@gmail.com,"51 Park Street, Koramangala, Pune, Madhya Pradesh",2022-08-27,2023-07-23,Education,"51092391, 21131648",Involved in various business activities.,active
Systems Partners,UWT8QRRIR44XJ19F8NR8GG,RSDED8STOUBI5J4RN,8749266787,systemspartners260@gmail.com,"100 Main Road, Andheri, Delhi, Tamil Nadu",2023-11-21,2024-10-16,IT services,"30769702, 79119001",Involved in various business activities.,vacated
Limited Consulting,UA9VKJE4J7YAJTH4IGEBM6,VNDEE5FV54EP7V4RK,1734441380,limitedconsulting325@gmail.com,"84 MG Road, Indiranagar, Jaipur, Tamil Nadu",2023-05-02,2024-03-27,IT services,"92786091, 55783108",Involved in various business activities.,active
Solutions Services,UO2K23RJG3X3JQ2MZUE1AD,OJDEHUHKT1SP7KJ9S,5207783081,solutionsservices530@gmail.com,"81 Sarat Bose Road, Bandra, Mumbai, Karnataka",2023-05-28,2024-04-22,Construction,"28694379, 55348228",Involved in various business activities.,active
Limited Technologies,UR53P4ZGNMOVNHC3HDL2XL,C4DEHNQURIKIY3F7S,6689192751,limitedtechnologies637@gmail.com,"18 MG Road, HSR Layout, Delhi, West Bengal",2022-12-25,2023-11-20,E-commerce,"11494580, 71062388",Involved in various business activities.,vacated
Inc Services,U8RPG5YI3SVVW0F626LQC8,93DEJG2732HEMPSF7,6365361924,incservices187@gmail.com,"11 Main Road, Bandra, Surat, West Bengal",2023-07-20,2024-06-14,E-commerce,"45666739, 19783302",Involved in various business activities.,vacated
Smart Services,UDJSIYAB94S5RXPMY4ANV4,V8DE2RIM4DW48Z5B6,6512164257,smartservices231@gmail.com,"93 Sarat Bose Road, Bandra, Surat, Tamil Nadu",2024-08-14,2025-07-10,Healthcare,"38374503, 48489712",Involved in various business activities.,active
Innovative Partners,UXNFEH8GIMB0M223XLSOUC,6FDEKJ3S7E85Q0D5V,4428261105,innovativepartners164@gmail.com,"2 Tilak Road, Andheri, Jaipur, Karnataka",2024-02-17,2025-01-12,Advertising,"83775654, 38315630",Involved in various business activities.,vacated
International Enterprise,UIVTOYQCRVJEDEG305X9WJ,PIDEGLYD24X1S1M88,3664616582,internationalenterprise210@gmail.com,"24 Tilak Road, HSR Layout, Hyderabad, Uttar Pradesh",2022-01-30,2022-12-26,Manufacturing,"47764683, 73381203",Involved in various business activities.,vacated
Inc Partners,U4U1FMFMJM0I4R8ABDPRAR,B9DEFLI4BUWCOUTHE,9698436219,incpartners389@gmail.com,"98 Park Street, Koramangala, Pune, Gujarat",2024-04-24,2025-03-20,Manufacturing,"19271622, 47408190",Involved in various business activities.,active
Smart Solutions,UMIGFGI9Y6DJJI3N2CKQTI,UMDEIKZC1FS8FM9E1,4548652143,smartsolutions307@gmail.com,"87 Park Street, Andheri, Hyderabad, Bihar",2024-07-29,2025-06-24,Healthcare,"13810248, 64991954",Involved in various business activities.,active
Inc Limited,UN3YI61HOZ1J6W8C0NHHO8,CWDEWSRR0YP4S3OW3,1321433851,inclimited944@gmail.com,"35 Sarat Bose Road, Indiranagar, Delhi, Uttar Pradesh",2024-11-04,2025-09-30,Construction,"14460697, 70799602",Involved in various business activities.,vacated
Digital Partners,UWQZIX1L55N0CNNMFQQ0MN,ISDE0ZGSL5NCOIL6Z,7247486910,digitalpartners310@gmail.com,"91 Park Street, HSR Layout, Ahmedabad, Telangana",2023-04-21,2024-03-16,Manufacturing,"85618448, 84489857",Involved in various business activities.,vacated
Limited Services,UOPK84DV3M5ILP63EXCDOZ,0PDE5HDH1X9MFHUEI,1136894706,limitedservices470@gmail.com,"100 Tilak Road, Bandra, Delhi, Madhya Pradesh",2024-02-24,2025-01-19,Advertising,"82306493, 85119476",Involved in various business activities.,vacated
Creative Partners,U9SFTLHL8M8MZQU1C79ABI,Y2DE0ITJ8BOIMCSIZ,1884627070,creativepartners629@gmail.com,"53 Tilak Road, Bandra, Bangalore, Madhya Pradesh",2023-01-08,2023-12-04,E-commerce,"90838600, 86269011",Involved in various business activities.,vacated
Smart Solutions,US27JB0E8WKR05IELVLECL,9GDEENI8411969JY8,9428170880,smartsolutions233@gmail.com,"62 Sarat Bose Road, Bandra, Hyderabad, Maharashtra",2023-08-13,2024-07-08,Advertising,"61185165, 31935133",Involved in various business activities.,inactive
Limited Group,U0MFS1L23G77YEKKSOMO5X,97DEC39YYWFQF6NEF,2409768039,limitedgroup656@gmail.com,"6 Tilak Road, Bandra, Hyderabad, West Bengal",2022-09-04,2023-07-31,Construction,"81691075, 25939962",Involved in various business activities.,inactive
Innovative Limited,UM24LDXOIX4JLTS0B3AMQ8,CGDENKD7MMQHEAP5N,8537935504,innovativelimited767@gmail.com,"42 Sarat Bose Road, Indiranagar, Bangalore, Telangana",2022-12-29,2023-11-24,Education,"27913071, 82099208",Involved in various business activities.,active
Limited Partners,U1E4HAK6WQ2OD579RMY5OC,BWDEGH3P8BOU2L6UI,5091449775,limitedpartners247@gmail.com,"58 Main Road, Bandra, Bangalore, Uttar Pradesh",2023-05-15,2024-04-09,Education,"36661274, 49054346",Involved in various business activities.,vacated
Creative Services,UGQV1EC5UFFYBMJXO9SMEY,S7DEDLLPP1VAM61D0,8844242487,creativeservices347@gmail.com,"66 Main Road, HSR Layout, Surat, Karnataka",2023-06-02,2024-04-27,Construction,"29307419, 67351918",Involved in various business activities.,vacated
Innovative Industries,U39XMGOJ9KVVUITIAXTBHL,9CDEMYPUP0Z5RYLF7,3257051123,innovativeindustries516@gmail.com,"51 Main Road, HSR Layout, Bangalore, West Bengal",2022-10-13,2023-09-08,Retail,"35638832, 43433148",Involved in various business activities.,vacated
Tech Consulting,UM7E84W9KBBOC3DWK7L92G,EYDE309T8MVDHBU4Q,9923471316,techconsulting790@gmail.com,"31 Park Street, Bandra, Jaipur, Karnataka",2024-09-03,2025-07-30,Advertising,"68338737, 24243985",Involved in various business activities.,active
Group Services,UCLOT3X3XXO1EBCMIKKC8S,9SDEGT2YMR8Q2NCJ6,8851736835,groupservices585@gmail.com,"41 Park Street, HSR Layout, Pune, Tamil Nadu",2024-10-09,2025-09-04,E-commerce,"49819551, 85108629",Involved in various business activities.,inactive
Limited Industries,U5DA3TBPU97J5R8CUMFKHT,EHDEJL1KL1KSL2ON3,4915651052,limitedindustries375@gmail.com,"96 Tilak Road, Indiranagar, Chennai, Madhya Pradesh",2024-02-21,2025-01-16,E-commerce,"48868918, 32371460",Involved in various business activities.,active
Group Group,U0EO6D6BDPTBEZPWP8BPL8,EGDEGQB8QO1TB9MP6,9393224832,groupgroup830@gmail.com,"14 Park Street, Bandra, Delhi, West Bengal",2024-04-30,2025-03-26,Manufacturing,"91719162, 88434867",Involved in various business activities.,inactive
Smart Industries,U0IARN2S8RDMLX4KAHHAHG,0LDE2E1G5RFJ78UDF,9434738777,smartindustries722@gmail.com,"13 Sarat Bose Road, Andheri, Jaipur, Maharashtra",2022-10-22,2023-09-17,Construction,"14158616, 48074431",Involved in various business activities.,vacated
Digital Technologies,UOUYTE5M9G7NJRAJ4UUHRW,GRDETSBBQJ5CRZD8S,6743619301,digitaltechnologies681@gmail.com,"86 Tilak Road, Andheri, Ahmedabad, Tamil Nadu",2022-09-22,2023-08-18,Manufacturing,"43036537, 72508415",Involved in various business activities.,active
Tech Corporation,U7SQDX0Y23EOWSXPQWYU1S,ZSDEGEIGVY62SR6CY,5191862497,techcorporation202@gmail.com,"36 Main Road, HSR Layout, Surat, Andhra Pradesh",2022-03-10,2023-02-03,Retail,"67860512, 32614866",Involved in various business activities.,vacated
Enterprise Corporation,UUL3B42CD3SCM9C85SFYK2,J0DEDF2LO5HL69EW9,9585542250,enterprisecorporation236@gmail.com,"96 Sarat Bose Road, Bandra, Ahmedabad, Bihar",2024-02-07,2025-01-02,Manufacturing,"81659971, 10389572",Involved in various business activities.,inactive
Global Enterprise,UPMF9TULE7PL72I5XZHDJ2,FSDEVRKIZXT49XR6T,7471500492,globalenterprise541@gmail.com,"35 Tilak Road, Indiranagar, Mumbai, Maharashtra",2023-04-28,2024-03-23,Finance,"64858641, 80550966",Involved in various business activities.,inactive
Inc Partners,UYOJJ398CIDXIWMXGI4ZOD,OFDE49LXXIZF7JCNX,8914612770,incpartners441@gmail.com,"41 MG Road, HSR Layout, Hyderabad, West Bengal",2024-04-02,2025-02-26,E-commerce,"29033703, 33856890",Involved in various business activities.,active
Smart Enterprise,UFLHS1CJPJBZQASZWJHZK6,J1DESU7YLSAJCXL1V,2276833995,smartenterprise169@gmail.com,"80 Sarat Bose Road, Bandra, Chennai, West Bengal",2023-07-13,2024-06-07,Manufacturing,"88891384, 20992858",Involved in various business activities.,active
Global Partners,UGVJFIPXGP4H2A3EO0XYK8,23DE70BFQY6A6OJ7I,4702874946,globalpartners948@gmail.com,"56 Park Street, Koramangala, Pune, Bihar",2023-12-12,2024-11-06,IT services,"37501557, 26873701",Involved in various business activities.,vacated
Global Technologies,UADQGYEAM6Z2KO4QT4LIYA,1HDE5WTZZQW6X5QIG,5096637542,globaltechnologies868@gmail.com,"33 Sarat Bose Road, HSR Layout, Delhi, Tamil Nadu",2023-05-23,2024-04-17,Media,"67649229, 51711630",Involved in various business activities.,inactive
Corp Industries,UEC6MNKSNRJ3KA3QBWW4RL,T2DELIN4OOQZCB94E,9076375696,corpindustries313@gmail.com,"6 MG Road, Koramangala, Pune, West Bengal",2024-01-05,2024-11-30,E-commerce,"52035372, 38021394",Involved in various business activities.,active
Creative Limited,UOG7HTKE91CFOB4YC7SQYR,5DDEG7CPP956GMSTF,1226369638,creativelimited605@gmail.com,"36 Park Street, Koramangala, Surat, Gujarat",2023-05-17,2024-04-11,Education,"40749834, 86003402",Involved in various business activities.,inactive
Inc Limited,UOBY5BPBWVNJWM4JA1CHMI,IDDERY45EVK9FHG78,1803194969,inclimited352@gmail.com,"6 MG Road, Andheri, Delhi, West Bengal",2021-12-14,2022-11-09,IT services,"54386021, 60698425",Involved in various business activities.,vacated
Systems Partners,USBPU1VXIX8V5RBBUBDY24,HXDEIXCES8JIJ4W01,2867760476,systemspartners857@gmail.com,"44 Park Street, Bandra, Pune, Tamil Nadu",2022-07-23,2023-06-18,IT services,"24456191, 61775791",Involved in various business activities.,active
Digital Solutions,UTR1R5J5PHDBFTK0LADFCO,OKDETYAM67VGS745W,7184932027,digitalsolutions521@gmail.com,"52 Tilak Road, Bandra, Hyderabad, Bihar",2023-10-20,2024-09-14,IT services,"31041472, 34168783",Involved in various business activities.,inactive
International Technologies,UUU95PG2HIBR2AACGXR8PI,QADENT6853U6WB4M5,8068346235,internationaltechnologies461@gmail.com,"14 Tilak Road, Andheri, Chennai, Bihar",2022-10-29,2023-09-24,IT services,"62630546, 32036848",Involved in various business activities.,active
Tech Consulting,UAEM5ER8LJH0QRU6QF0C1Z,0YDEGBDYL2T414DLO,3355820719,techconsulting741@gmail.com,"17 Park Street, Andheri, Hyderabad, Karnataka",2022-10-16,2023-09-11,Construction,"22520286, 93949870",Involved in various business activities.,vacated
Inc Partners,U52264P56CZ6G6C07IXAA0,0GDE59NQ8SYF0MSW4,1744445995,incpartners691@gmail.com,"24 Tilak Road, Koramangala, Bangalore, Maharashtra",2023-01-05,2023-12-01,Manufacturing,"70219205, 14526596",Involved in various business activities.,vacated
Creative Services,UGECBG0HBUOSDA616RXNHE,EIDEVWTZ9QAMY6C9L,7493989506,creativeservices260@gmail.com,"90 Park Street, Andheri, Kolkata, Karnataka",2023-11-07,2024-10-02,Finance,"23552027, 76284118",Involved in various business activities.,vacated
Future Corporation,UKGM30BOSFTPJ1G491V0S9,OADELPCV5QILFRFZ9,2993594067,futurecorporation218@gmail.com,"4 Main Road, Koramangala, Mumbai, Telangana",2023-07-19,2024-06-13,E-commerce,"62156953, 39308596",Involved in various business activities.,inactive
Inc Limited,UZB134W9DHQSDK3YE9VV2H,4SDEMVDHLKGJFSEW5,9471657743,inclimited380@gmail.com,"89 MG Road, Indiranagar, Bangalore, Uttar Pradesh",2024-06-25,2025-05-21,Manufacturing,"11688824, 79221650",Involved in various business activities.,active
Smart Consulting,UJFALJ89092VQ4MR537NOR,T9DE2AOMFMY3DPRR3,5506398468,smartconsulting467@gmail.com,"67 Sarat Bose Road, Andheri, Ahmedabad, Gujarat",2023-05-26,2024-04-20,Retail,"63720625, 32672651",Involved in various business activities.,inactive
Digital Consulting,UH0LW1GGU11JJX8V6FLEFN,CZDECYM08L4TG0NZB,9454941029,digitalconsulting899@gmail.com,"83 Sarat Bose Road, Koramangala, Bangalore, Madhya Pradesh",2023-07-12,2024-06-06,Retail,"83465311, 84700938",Involved in various business activities.,active
International Services,UB3N2JCP676YXJW6EEG6QT,AADEO8EZJWUU5RK6C,4242333237,internationalservices153@gmail.com,"14 Sarat Bose Road, HSR Layout, Surat, Madhya Pradesh",2022-07-13,2023-06-08,Healthcare,"44868815, 71369292",Involved in various business activities.,active
Systems Enterprise,ULQXPIJK1A9PEO7FY9BLFQ,WFDER4XPJ0YL7XWLI,6636726191,systemsenterprise785@gmail.com,"28 MG Road, Bandra, Bangalore, Madhya Pradesh",2022-06-07,2023-05-03,E-commerce,"58322304, 63590733",Involved in various business activities.,active
Corp Partners,ULGA7SA2PTA8OSVWD8WENY,2PDE5A4KRTG1W1UYO,2272205574,corppartners536@gmail.com,"25 MG Road, Indiranagar, Surat, Tamil Nadu",2024-12-07,2025-11-02,Manufacturing,"20605492, 35947497",Involved in various business activities.,inactive
Systems Technologies,UGYCUNUYA4QZNRP9CTD7YJ,NNDESARMFPTXIURZP,6803729567,systemstechnologies786@gmail.com,"71 Park Street, Koramangala, Pune, Karnataka",2022-10-12,2023-09-07,E-commerce,"54967346, 54402846",Involved in various business activities.,active
Future Consulting,U2KCW5VDA5C32KBN0MOXT3,DBDEKVXYQ47OZVKZL,6886484256,futureconsulting599@gmail.com,"33 Main Road, Bandra, Bangalore, Karnataka",2022-10-01,2023-08-27,E-commerce,"85085937, 17117650",Involved in various business activities.,inactive
Group Enterprise,UZ5JGX1V9AFUU0LQG4OMTH,NFDEBTYB3P1WAW5YG,5199514049,groupenterprise510@gmail.com,"35 Park Street, Bandra, Surat, West Bengal",2023-09-03,2024-07-29,Education,"19483702, 62266698",Involved in various business activities.,vacated
Group Services,U1N7FHPPGS1FL0F3C84C2J,UODELVY2GL2K3VMTA,2014817707,groupservices657@gmail.com,"9 Sarat Bose Road, HSR Layout, Kolkata, Andhra Pradesh",2023-09-03,2024-07-29,Construction,"76421986, 29940410",Involved in various business activities.,inactive
Tech Enterprise,U1EDHIJUSRWMHQSAJE32AS,J4DEPFM9TUHTHQLB4,5953909368,techenterprise923@gmail.com,"48 Main Road, Indiranagar, Hyderabad, Gujarat",2023-01-24,2023-12-20,Education,"11888295, 31321594",Involved in various business activities.,inactive
Inc Enterprise,UNZN743H4AQ5O0P81S352Z,3WDE9VTZ78TPUTAVY,1694999320,incenterprise336@gmail.com,"75 MG Road, Koramangala, Kolkata, Madhya Pradesh",2024-09-23,2025-08-19,IT services,"23961458, 91369856",Involved in various business activities.,inactive
Digital Corporation,U95MBZTB989D3Z8YAXDAF4,TGDE5UZX1EOYF7DP1,9183625126,digitalcorporation752@gmail.com,"22 Tilak Road, Bandra, Delhi, Telangana",2024-03-16,2025-02-09,Retail,"92480830, 84074082",Involved in various business activities.,vacated
International Services,ULJAOUIYZIB59ZBF2XN4MV,OEDEG63GGG0UEBIOA,2711735153,internationalservices731@gmail.com,"3 Park Street, Andheri, Hyderabad, Tamil Nadu",2023-12-18,2024-11-12,E-commerce,"84266504, 32829211",Involved in various business activities.,inactive
Solutions Partners,UOG1GUYA27HZNQG8AW02HV,NCDEPMSOWZ5EY251V,5362188816,solutionspartners872@gmail.com,"16 MG Road, Bandra, Pune, Tamil Nadu",2023-05-13,2024-04-07,Manufacturing,"13449297, 35955999",Involved in various business activities.,vacated
Systems Consulting,U04PHUW8U1HP9Q3LNL6DYL,3IDEOXBPNF8RI9OO8,8864730737,systemsconsulting674@gmail.com,"85 Park Street, Bandra, Pune, Madhya Pradesh",2024-01-30,2024-12-25,IT services,"88474324, 60408006",Involved in various business activities.,vacated
Future Services,UZMDJ6BSEB3ELAU2G5MNA9,CADE0RAUMRDLHP39X,3562751605,futureservices433@gmail.com,"15 Sarat Bose Road, Andheri, Chennai, Bihar",2022-01-04,2022-11-30,E-commerce,"12199945, 67533403",Involved in various business activities.,active
Group Industries,UR66OH14V2ESOW68GIC2TA,4VDE9LMUW1V044KXH,7372845834,groupindustries609@gmail.com,"39 Tilak Road, Indiranagar, Delhi, Karnataka",2024-11-10,2025-10-06,Education,"88125886, 19467522",Involved in various business activities.,inactive
Future Technologies,UVTWN6817FZG4G8EYE6IG5,NKDE1Y9EIC6R7VW5Y,9211914017,futuretechnologies345@gmail.com,"75 Sarat Bose Road, Bandra, Delhi, Andhra Pradesh",2022-11-28,2023-10-24,E-commerce,"20325215, 22063828",Involved in various business activities.,vacated
Solutions Technologies,UB1ZM1CC397551UPGROC3G,SBDE7UO0BNJTHALD7,3791763578,solutionstechnologies620@gmail.com,"38 MG Road, Koramangala, Kolkata, Karnataka",2023-10-13,2024-09-07,IT services,"78872850, 48896713",Involved in various business activities.,inactive
Enterprise Group,UN1SW5NGMBPOAVPR7MQ7TJ,N1DEYCUHVUNXIGP6I,8199000498,enterprisegroup925@gmail.com,"77 Park Street, Bandra, Jaipur, Andhra Pradesh",2022-12-02,2023-10-28,E-commerce,"34322823, 98360970",Involved in various business activities.,active
Creative Corporation,URFW48MCY0EJ3K6N9OS4P2,UZDEIO3GNL38WZ30G,7284260110,creativecorporation223@gmail.com,"12 Tilak Road, Indiranagar, Pune, Uttar Pradesh",2022-03-02,2023-01-26,Healthcare,"94968460, 63135929",Involved in various business activities.,active
Systems Services,UDJS2IF9V12WZ8745JH7PL,A8DEBD9DBR18YQQE7,9542022313,systemsservices649@gmail.com,"29 Sarat Bose Road, Indiranagar, Jaipur, Karnataka",2024-06-07,2025-05-03,Retail,"14628608, 25584755",Involved in various business activities.,vacated
International Limited,UYQXYVTE6CRJELS17P5WNP,9TDESD3W9SIFSOMEG,9904835761,internationallimited553@gmail.com,"94 Tilak Road, HSR Layout, Chennai, Maharashtra",2023-07-22,2024-06-16,Advertising,"49802576, 79807147",Involved in various business activities.,vacated
Innovative Enterprise,U4810ZS2UUGIB8N9TO0IEC,SVDEJN81T4SN5J1OB,1588012565,innovativeenterprise128@gmail.com,"54 MG Road, Indiranagar, Kolkata, Tamil Nadu",2022-07-05,2023-05-31,Manufacturing,"68716000, 91025147",Involved in various business activities.,active
Group Limited,ULGI9FK81NW4C8L9S8V43D,ZBDEWT23P040F38P7,7562672840,grouplimited396@gmail.com,"6 Main Road, Bandra, Bangalore, Tamil Nadu",2023-11-21,2024-10-16,Construction,"10004213, 70270573",Involved in various business activities.,inactive
International Limited,UYRFUTVZJ5X99EZ8SVD7TH,GLDESCGE7VHOYUDG6,6856429390,internationallimited799@gmail.com,"14 MG Road, Bandra, Delhi, Gujarat",2024-09-26,2025-08-22,Advertising,"54129021, 47121611",Involved in various business activities.,inactive
International Industries,UA21J8MCUUMIENLJBA20KM,GBDEOMLQ9HMA636FF,3694053461,internationalindustries427@gmail.com,"2 Main Road, Koramangala, Hyderabad, Uttar Pradesh",2024-07-02,2025-05-28,Advertising,"46784669, 58054008",Involved in various business activities.,inactive
Global Consulting,UCF9P73VTU1CBULYKEQ4TO,T7DEM4OS9UUEUTUFZ,7206962197,globalconsulting424@gmail.com,"63 MG Road, HSR Layout, Jaipur, Karnataka",2024-05-08,2025-04-03,Finance,"29940129, 68116891",Involved in various business activities.,vacated
Digital Services,UT1L7I5JWBLFMFMMNE6DLJ,G9DE20A470NMTZO6B,8041140127,digitalservices305@gmail.com,"15 Main Road, Indiranagar, Pune, Karnataka",2024-06-22,2025-05-18,Media,"21912833, 77523110",Involved in various business activities.,vacated
Smart Corporation,U1N35CG29YONYDG0ECRO9A,QHDEVF00E1NSX8GTD,9171543916,smartcorporation867@gmail.com,"85 Sarat Bose Road, Indiranagar, Surat, Gujarat",2024-08-10,2025-07-06,Media,"26869176, 94367546",Involved in various business activities.,inactive
International Consulting,UQGCOH7XTKKT2GJVJS9CRL,S4DETNVEE70MPYDRG,6804717406,internationalconsulting511@gmail.com,"99 MG Road, Koramangala, Kolkata, Andhra Pradesh",2024-04-03,2025-02-27,E-commerce,"64325920, 10101388",Involved in various business activities.,active
Innovative Industries,UVS4MZDFRNN1A359Q5HVK2,PRDEHPUIX8STZNN24,6275909614,innovativeindustries771@gmail.com,"26 Tilak Road, Andheri, Surat, Madhya Pradesh",2023-03-22,2024-02-15,Manufacturing,"21365102, 78096269",Involved in various business activities.,active
Creative Enterprise,ULTYF0QUUY1IRTJ0GYPVSX,CUDE6QO29V425XRBI,7185407816,creativeenterprise403@gmail.com,"70 Tilak Road, Koramangala, Pune, Gujarat",2023-09-30,2024-08-25,Retail,"35519168, 73504938",Involved in various business activities.,inactive
Limited Services,UV1F0QVMW6EVFBG99X7RS1,7LDEUUBAYH4AUJLES,8649015723,limitedservices781@gmail.com,"43 MG Road, HSR Layout, Surat, Tamil Nadu",2022-12-04,2023-10-30,IT services,"32063976, 40517434",Involved in various business activities.,inactive
Solutions Services,UEXKYWCQD47O2P170666DQ,A9DEVPNETKZI3W0TB,8744762917,solutionsservices904@gmail.com,"69 Tilak Road, Indiranagar, Jaipur, Uttar Pradesh",2023-04-22,2024-03-17,Media,"87555679, 85164446",Involved in various business activities.,vacated
Inc Limited,U96LJQJB51ZQUXQ6PO7YVT,8EDED87MG4ZR847C3,9528344365,inclimited738@gmail.com,"4 Tilak Road, Bandra, Chennai, Andhra Pradesh",2022-10-07,2023-09-02,Construction,"39428004, 54509497",Involved in various business activities.,vacated
Creative Consulting,UF33KTQFOKKD10Y9Q3PCTY,GGDEPBE6EVRNB0M65,3394204393,creativeconsulting641@gmail.com,"4 Tilak Road, Bandra, Hyderabad, Karnataka",2023-12-06,2024-10-31,Retail,"15754782, 97477585",Involved in various business activities.,inactive
Limited Services,U7I6Q2SBAM7SNHEFPAFNHA,PHDED63RHWXD9N0QQ,4223375006,limitedservices763@gmail.com,"83 MG Road, Bandra, Kolkata, Karnataka",2023-09-06,2024-08-01,IT services,"63301247, 98493428",Involved in various business activities.,vacated
Systems Technologies,UKF2XVIMWO5KY9ZRGV4JM1,GHDE90IC9ZS2HWPU8,2464678714,systemstechnologies435@gmail.com,"7 Sarat Bose Road, Bandra, Pune, Maharashtra",2021-12-25,2022-11-20,E-commerce,"41126038, 12202401",Involved in various business activities.,vacated
Creative Technologies,U1GA2LADO105RKW3JUOWQ5,IWDEU9IU9MOJROXWG,8311599896,creativetechnologies626@gmail.com,"28 Sarat Bose Road, Indiranagar, Jaipur, Karnataka",2024-02-25,2025-01-20,Manufacturing,"58946721, 85673355",Involved in various business activities.,active
Solutions Corporation,UVJ7HX5O8LJHRC2BX298E8,M2DENY85ZCSHE35D4,4436805996,solutionscorporation150@gmail.com,"97 Park Street, Indiranagar, Ahmedabad, West Bengal",2022-08-18,2023-07-14,Retail,"83565222, 98640837",Involved in various business activities.,inactive
International Group,UPHTB6RQ9EX87CD08U51GE,FRDE0P2F68KB60D3Q,7675581779,internationalgroup789@gmail.com,"76 MG Road, Bandra, Surat, Karnataka",2024-06-07,2025-05-03,Manufacturing,"75881291, 13929962",Involved in various business activities.,inactive
Enterprise Consulting,UTX9RCMCPVUSFMQDBEEO64,6PDEOTSRKFI01X2QA,5017767230,enterpriseconsulting532@gmail.com,"60 Tilak Road, Bandra, Hyderabad, Andhra Pradesh",2022-12-30,2023-11-25,Healthcare,"98527849, 87247849",Involved in various business activities.,vacated
International Enterprise,UVWK0XMQMUP0BFD6IPANU7,N6DEQMFTTQ11W1803,6352175513,internationalenterprise325@gmail.com,"50 Park Street, Indiranagar, Ahmedabad, Bihar",2023-05-03,2024-03-28,Manufacturing,"18530605, 84623753",Involved in various business activities.,vacated
Systems Corporation,US7G8EC7CVF6A7HE27O38J,0CDEGJZV6W8GHTOX2,3855386651,systemscorporation825@gmail.com,"89 Main Road, Andheri, Ahmedabad, Telangana",2023-12-29,2024-11-23,Education,"73323184, 33021272",Involved in various business activities.,active
Enterprise Industries,UL82UC1KBOD0TF8RDAAO2D,CZDE5JYD0R721VAH4,5338298230,enterpriseindustries744@gmail.com,"65 Park Street, Indiranagar, Surat, Madhya Pradesh",2023-05-11,2024-04-05,Retail,"55430958, 41409836",Involved in various business activities.,vacated
Solutions Group,UPKPHHC99WUCKW3VY97FCF,AFDEUBTARQZ2N19S5,7157732180,solutionsgroup863@gmail.com,"44 Park Street, HSR Layout, Surat, Uttar Pradesh",2024-08-20,2025-07-16,Healthcare,"42965017, 22800619",Involved in various business activities.,inactive
Limited Industries,U5RGU8TLMHONUPTYKOPSOX,OBDEOOEVR0ZSR7U6R,8649740719,limitedindustries894@gmail.com,"95 Tilak Road, Bandra, Jaipur, West Bengal",2023-09-24,2024-08-19,Finance,"87621448, 11510432",Involved in various business activities.,active
Solutions Solutions,UTZ7SU600CRCUYGP9EKKLE,3ZDE7RUK3LFF73O9Y,9257141809,solutionssolutions732@gmail.com,"39 Park Street, Indiranagar, Hyderabad, Gujarat",2023-12-24,2024-11-18,Advertising,"40764173, 82333442",Involved in various business activities.,active
Inc Corporation,U31HXMJ3J9WX64736CXTJ9,4CDEJVMFXUM1GKUBS,3854042261,inccorporation286@gmail.com,"13 Main Road, Koramangala, Delhi, Gujarat",2022-01-14,2022-12-10,Construction,"80967031, 40295476",Involved in various business activities.,active
Future Enterprise,U429S3MESQQ7FZYH0QR5CX,T8DEGSNFJC54IMHL8,9527862326,futureenterprise518@gmail.com,"53 Park Street, Andheri, Mumbai, Gujarat",2023-04-05,2024-02-29,Advertising,"88512276, 13171104",Involved in various business activities.,vacated
Inc Partners,UCRI7NVFKQSQGQ5HO56PWA,WUDE7CHNSV7YRAFJT,4225703439,incpartners675@gmail.com,"96 Sarat Bose Road, Andheri, Kolkata, Telangana",2022-07-12,2023-06-07,Finance,"96127509, 20026813",Involved in various business activities.,inactive
Corp Group,US8PHWGPH4TKSHO66YCQXN,NRDE4L4NV0CDHL1KH,8258242341,corpgroup130@gmail.com,"55 Sarat Bose Road, HSR Layout, Surat, Andhra Pradesh",2022-01-31,2022-12-27,Media,"31758979, 67237733",Involved in various business activities.,inactive
Digital Technologies,UQG6U7IYKIZPD92U1TL2XU,OJDEWJZ7WGR7F5Z05,8062897196,digitaltechnologies314@gmail.com,"39 Main Road, Indiranagar, Hyderabad, Tamil Nadu",2024-07-25,2025-06-20,Education,"92909638, 65489886",Involved in various business activities.,active
